
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 06월 25일~07월 25일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
창원,155,07-19,      25.7,      29.7,      22.8,       6.6,      79.8,       5.3,       6.1,,    1005.2,    1007.7,       2.0
광주,156,07-19,      26.3,      30.6,      23.2,       6.0,      78.8,       5.2,       6.5,,     999.0,    1007.2,       2.5
부산,159,07-19,      24.9,      28.1,      22.4,       7.1,      81.7,       6.3,       6.1,       4.3,    1000.0,    1007.9,       3.6
통영,162,07-19,      24.8,      28.1,      22.3,       6.4,      83.7,       5.8,,,    1004.7,    1008.3,       2.5
목포,165,07-19,      25.7,      29.1,      23.2,       4.9,      83.9,       5.9,       6.2,       4.2,    1002.7,    1007.4,       3.4
여수,168,07-19,      25.0,      27.9,      22.8,       7.3,      83.3,       6.1,       6.2,       4.7,    1000.3,    1007.9,       3.4
흑산도,169,07-19,      23.2,      26.2,      21.1,       4.2,      93.2,       4.1,       7.2,,     998.0,    1006.9,       5.0
완도,170,07-19,      25.2,      28.9,      22.5,       5.7,      84.5,       5.5,,,    1004.1,    1007.6,       3.0
고창,172,07-19,      26.0,      30.5,      22.5,       8.1,      84.2,       5.9,,,    1002.6,    1008.5,       2.5
제주,184,07-19,      26.9,      30.1,      24.3,       4.9,      76.5,       7.0,       5.5,       5.5,    1005.0,    1007.4,       2.8
고산,185,07-19,      25.6,      28.3,      23.6,       2.8,      88.3,       6.6,,,     999.1,    1007.3,       4.9
성산,188,07-19,      25.7,      28.8,      23.2,       5.7,      85.0,       5.7,,,    1005.9,    1008.0,       2.9
서귀포,189,07-19,      26.4,      29.0,      24.5,       5.6,      85.3,       5.2,       6.7,       4.2,    1001.9,    1007.6,       2.3
진주,192,07-19,      25.7,      30.2,      22.0,       6.6,      79.1,       5.5,,,    1004.8,    1007.7,       1.6
강화,201,07-19,      24.0,      27.9,      21.0,       7.8,      82.7,       4.7,,,    1001.9,    1007.2,       2.1
양평,202,07-19,      25.2,      29.9,      21.5,       8.9,      79.5,       4.9,,,    1002.3,    1007.8,       1.2
이천,203,07-19,      24.9,      29.8,      21.2,       8.7,      77.1,       4.9,,,     998.4,    1007.1,       1.2
인제,211,07-19,      23.6,      28.5,      20.0,       6.4,      78.3,       4.8,,,     984.8,    1007.4,       1.9
홍천,212,07-19,      24.8,      30.1,      20.9,       9.5,      75.9,       5.1,,,     991.5,    1007.5,       1.2
태백,216,07-19,      21.7,      26.4,      17.8,       7.1,      77.9,       5.1,,,     928.5,    1006.8,       1.6
정선군,217,07-19,      24.4,      30.2,      20.3,       2.8,      75.5,       5.1,,,     974.3,    1008.7,       1.5
제천,221,07-19,      23.8,      28.8,      19.9,       8.9,      77.6,       5.1,,,     978.3,    1007.6,       1.3
보은,226,07-19,      24.3,      29.1,      20.4,       7.3,      76.0,       5.6,,,     987.5,    1007.1,       1.2
천안,232,07-19,      25.2,      29.8,      21.5,       7.5,      76.6,       5.6,,,    1003.3,    1007.1,       1.6
보령,235,07-19,      25.2,      28.9,      22.2,       7.0,      83.3,       5.7,,,    1005.1,    1007.2,       2.3
부여,236,07-19,      25.6,      30.3,      22.0,       8.3,      79.3,       5.5,,,    1006.0,    1007.5,       1.4
금산,238,07-19,      25.1,      30.2,      21.0,       7.1,      75.1,       5.5,,,     988.1,    1007.3,       1.2
부안,243,07-19,      25.7,      30.2,      22.2,       6.5,      79.5,       6.1,,,    1006.2,    1007.4,       1.8
임실,244,07-19,      24.5,      29.6,      20.6,       7.6,      79.0,       5.5,,,     979.8,    1007.5,       1.4
정읍,245,07-19,      26.2,      30.9,      22.4,       8.4,      76.1,       5.7,,,    1002.3,    1007.5,       1.3
남원,247,07-19,      25.5,      30.5,      21.4,       6.6,      78.2,       5.8,,,     996.2,    1007.6,       1.4
장수,248,07-19,      23.6,      28.3,      19.6,       7.4,      81.0,       4.9,,,     962.0,    1007.4,       1.7
영광군,252,07-19,      26.3,      30.5,      23.1,       8.2,      81.7,       5.8,,,    1003.7,    1008.0,       2.3
김해시,253,07-19,      26.7,      30.9,      23.4,       7.8,      77.8,       6.4,,,    1003.1,    1009.8,       2.1
순창군,254,07-19,      26.1,      30.8,      22.3,       8.4,      78.2,       5.7,,,     994.4,    1008.7,       1.7
양산시,257,07-19,      26.4,      30.8,      22.9,       7.1,      75.5,       5.8,,,    1009.0,    1010.7,       2.8
강진군,259,07-19,      25.6,      29.6,      22.6,       8.3,      81.3,       5.9,,,    1008.0,    1009.4,       2.4
장흥,260,07-19,      25.3,      29.5,      22.0,       6.9,      81.9,       5.3,,,    1002.7,    1007.6,       1.8
해남,261,07-19,      25.6,      29.7,      22.4,       4.6,      82.1,       6.2,,,    1005.7,    1007.7,       2.5
고흥,262,07-19,      25.3,      29.4,      21.8,       7.1,      79.1,       6.0,,,    1002.1,    1007.9,       1.5
의령군,263,07-19,      25.8,      30.7,      21.8,       5.1,      82.1,       5.3,,,    1007.2,    1008.8,       1.2
함양군,264,07-19,      25.7,      31.0,      21.5,       6.8,      83.1,       5.2,,,     991.4,    1008.4,       0.9
진도군,268,07-19,      25.6,      29.2,      22.8,       6.9,,,,,,,       2.2
봉화,271,07-19,      23.0,      28.4,      18.7,       6.7,      79.3,       5.1,,,     971.6,    1007.2,       1.1
영주,272,07-19,      24.2,      29.1,      20.1,       8.3,      77.4,       4.9,,,     983.9,    1007.3,       1.5
문경,273,07-19,      24.1,      29.0,      20.2,       7.7,      79.8,       5.3,,,     988.2,    1007.5,       1.2
청송군,276,07-19,      24.3,      30.1,      19.6,       2.3,      80.4,       5.5,,,     985.5,    1008.8,       1.2
영덕,277,07-19,      24.3,      28.8,      20.7,       5.1,      77.7,       6.1,,,    1003.9,    1008.6,       2.2
의성,278,07-19,      25.1,      30.9,      20.3,       5.8,      76.0,       5.6,,,     998.6,    1007.6,       1.0
구미,279,07-19,      25.6,      30.6,      21.6,       5.6,      76.4,       5.8,,,    1002.5,    1007.8,       1.2
영천,281,07-19,      25.3,      30.3,      20.9,       5.9,      74.4,       5.7,,,     997.5,    1008.0,       1.6
경주시,283,07-19,      25.4,      30.8,      21.3,       3.6,      77.4,       5.4,,,    1004.8,    1009.2,       2.2
경주시,283,07-19,      25.4,      30.8,      21.3,       3.6,      77.4,       5.4,,,    1004.8,    1009.2,       2.2
거창,284,07-19,      24.6,      30.0,      20.5,       5.9,      79.6,       5.9,,,     982.5,    1007.7,       1.2
합천,285,07-19,      25.6,      30.9,      21.4,       6.9,      74.1,       5.0,,,    1004.2,    1007.9,       1.3
밀양,288,07-19,      26.0,      31.1,      21.8,       5.9,      76.5,       5.5,,,    1006.8,    1008.1,       1.4
산청,289,07-19,      25.1,      30.0,      21.2,       7.2,      77.3,       5.8,,,     992.5,    1008.2,       1.3
거제,294,07-19,      25.3,      28.9,      22.3,       8.2,      78.4,       5.7,,,    1003.3,    1007.8,       2.0
남해,295,07-19,      25.6,      29.8,      22.3,       8.4,      78.5,       6.1,,,    1003.4,    1008.7,       1.3
강남,400,07-19,      26.4,      30.4,      23.3,       7.6,,,,,,,       1.7
서초,401,07-19,      26.7,      31.3,      23.2,       7.5,,,,,,,       1.2
강동,402,07-19,      26.1,      30.3,      22.7,       7.4,,,,,,,       1.5
송파,403,07-19,      26.5,      30.6,      23.2,       7.9,,,,,,,       1.7
강서,404,07-19,      25.6,      29.6,      22.6,       7.3,,,,,,,       2.0
양천,405,07-19,      26.6,      30.7,      23.6,       6.9,,,,,,,       1.6
도봉,406,07-19,      25.5,      29.9,      21.9,       9.3,,,,,,,       1.0
노원,407,07-19,      25.4,      30.0,      21.6,       7.9,,,,,,,       1.4
동대문,408,07-19,      26.4,      30.6,      23.2,       7.7,,,,,,,       1.9
중랑,409,07-19,      26.5,      30.5,      23.4,       6.2,,,,,,,       2.2
기상청,410,07-19,      25.9,      29.8,      22.8,       7.1,,,,,,,       1.6
마포,411,07-19,      26.2,      30.2,      22.9,       7.3,,,,,,,       2.2
서대문,412,07-19,      25.2,      29.7,      22.0,       8.1,,,,,,,       1.4
광진,413,07-19,      26.3,      30.4,      22.9,       7.1,,,,,,,       1.8
성북,414,07-19,      25.4,      29.3,      22.3,       8.8,,,,,,,       1.8
용산,415,07-19,      26.6,      30.7,      23.4,       6.0,,,,,,,       2.0
은평,416,07-19,      25.3,      29.5,      22.0,       7.8,,,,,,,       1.7
금천,417,07-19,      25.8,      29.3,      22.9,       7.4,,,,,,,       2.2
중구,419,07-19,      24.7,      29.3,      21.6,       6.9,,,,,,,       1.4
성동,421,07-19,      26.1,      29.9,      23.0,       7.9,,,,,,,       2.3
구로,423,07-19,      25.6,      29.8,      22.3,       8.9,,,,,,,       2.1
강북*,424,07-19,      26.3,      30.4,      23.1,      10.1,,,,,,,       1.8
남현,425,07-19,      25.6,      30.2,      22.1,       5.0,,,,,,,       1.1
부천,433,07-19,      25.9,      29.6,      22.9,       7.6,,,,,,,       1.4
안양,434,07-19,      25.8,      29.3,      22.9,       8.7,,,,,,,       2.2
광명,437,07-19,      26.1,      29.9,      23.2,       8.6,,,,,,,       2.1
군포,438,07-19,      25.8,      29.7,      22.8,       8.6,,,,,,,       1.6
김포,441,07-19,      24.9,      28.9,      21.9,       9.3,,,,,,,       2.0
하남,444,07-19,      25.5,      29.7,      22.5,       9.2,,,,,,,       0.9
의왕,445,07-19,      24.8,      28.9,      21.7,       8.5,,,,,,,       1.1
포천,504,07-19,      25.2,      30.0,      21.7,       9.3,,,,,,,       1.3
가평조종,505,07-19,      24.0,      29.0,      20.4,       9.1,,,,,,,       1.0
영등포,510,07-19,      26.5,      30.6,      23.7,       7.3,,,,,,,       1.8
인천연수,512,07-19,      25.7,      29.8,      22.5,       8.0,,,,,,,       1.7
안성,516,07-19,      26.0,      30.7,      22.4,       7.9,,,,,,,       1.2
간성,517,07-19,      23.7,      27.7,      20.6,       5.5,,,,,,,       1.4
평창,526,07-19,      23.4,      28.7,      19.5,       6.2,,,,,,,       1.0
의정부,532,07-19,      25.0,      29.6,      21.6,      10.9,,,,,,,       1.0
횡성,536,07-19,      24.8,      30.3,      21.1,       8.7,,,,,,,       1.0
고양,540,07-19,      25.3,      30.1,      21.5,       8.5,,,,,,,       1.1
남양주,541,07-19,      25.1,      29.8,      21.3,       9.0,,,,,,,       1.0
안산,545,07-19,      25.0,      29.9,      21.4,       8.1,,,,,,,       1.5
경기광주,546,07-19,      24.9,      29.6,      21.5,       7.4,,,,,,,       1.6
여주,548,07-19,      24.9,      30.1,      21.4,       6.8,,,,,,,       1.0
용인,549,07-19,      25.1,      29.6,      21.3,       7.6,,,,,,,       1.3
오산,550,07-19,      25.4,      30.4,      22.0,       7.5,,,,,,,       1.2
평택,551,07-19,      26.0,      30.5,      22.4,       8.7,,,,,,,       1.7
화천,555,07-19,      24.2,      30.0,      20.5,       7.0,,,,,,,       0.8
양구,556,07-19,      23.7,      29.6,      20.2,       5.6,,,,,,,       1.0
시흥,565,07-19,      25.7,      29.8,      22.5,       7.5,,,,,,,       1.7
구리,569,07-19,      25.7,      30.2,      22.4,       8.8,,,,,,,       1.3
금곡,570,07-19,      24.6,      28.8,      21.6,       6.8,,,,,,,       1.4
화성,571,07-19,      25.1,      29.4,      22.0,       8.2,,,,,,,       1.4
성남,572,07-19,      26.0,      30.4,      22.7,       7.9,,,,,,,       1.2
과천,590,07-19,      25.5,      30.1,      21.9,       7.9,,,,,,,       1.9
진부령,595,07-19,      21.5,      25.4,      18.6,       5.7,,,,,,,       2.8
양주,598,07-19,      25.1,      29.8,      21.5,       7.6,,,,,,,       1.5
단양,601,07-19,      25.0,      30.2,      21.1,       5.8,,,,,,,       0.9
진천,602,07-19,      24.7,      29.6,      20.9,       8.4,,,,,,,       1.1
괴산,603,07-19,      24.7,      29.5,      20.9,       7.6,,,,,,,       1.1
옥천,604,07-19,      25.3,      30.3,      21.5,       7.3,,,,,,,       1.0
세종연서,611,07-19,      24.8,      29.9,      21.4,       8.0,,,,,,,       1.2
공주,612,07-19,      25.7,      30.5,      22.0,       8.0,,,,,,,       1.3
서천,614,07-19,      25.6,      29.7,      22.5,       7.5,,,,,,,       1.9
논산,615,07-19,      25.6,      30.4,      22.1,       6.7,,,,,,,       1.5
당진,616,07-19,      24.8,      29.3,      21.6,       8.5,,,,,,,       2.0
청양,618,07-19,      25.1,      29.8,      21.2,       9.5,,,,,,,       1.2
음성,619,07-19,      24.6,      30.0,      20.6,       8.5,,,,,,,       1.2
증평,623,07-19,      25.3,      30.6,      21.6,       7.0,,,,,,,       1.2
태안,627,07-19,      25.0,      29.2,      22.3,       6.3,,,,,,,       2.0
예산,628,07-19,      25.9,      30.6,      22.2,       8.8,,,,,,,       2.0
아산,634,07-19,      25.6,      30.2,      22.2,       8.1,,,,,,,       1.9
계룡,636,07-19,      24.9,      29.7,      21.1,      10.4,,,,,,,       1.1
오월드,642,07-19,      26.4,      31.1,      22.8,       9.0,,,,,,,       1.2
세천,643,07-19,      25.3,      30.4,      21.4,       7.6,,,,,,,       1.0
장동,648,07-19,      25.4,      30.3,      21.6,       9.3,,,,,,,       1.1
부평,649,07-19,      26.2,      31.5,      22.1,       4.0,,,,,,,       0.6
연천청산,652,07-19,      25.3,      30.0,      21.8,       8.4,,,,,,,       1.1
양양,670,07-19,      24.4,      28.0,      21.4,       3.4,,,,,,,       1.8
사북,674,07-19,      21.6,      26.3,      17.9,       3.2,,,,,,,       2.6
무안,699,07-19,      25.6,      29.5,      22.6,       7.1,,,,,,,       2.0
무주,701,07-19,      24.9,      29.9,      20.8,       6.2,,,,,,,       1.2
익산,702,07-19,      26.0,      30.7,      22.5,       6.7,,,,,,,       1.7
진안,703,07-19,      23.8,      28.7,      20.1,       8.0,,,,,,,       1.5
담양,706,07-19,      25.7,      30.0,      22.1,       7.1,,,,,,,       1.5
광산,708,07-19,      26.5,      30.9,      22.6,       6.2,,,,,,,       1.7
구례,709,07-19,      26.2,      31.3,      22.2,       7.0,,,,,,,       1.1
나주,710,07-19,      26.3,      30.9,      22.9,       7.2,,,,,,,       1.5
순천시,712,07-19,      26.0,      30.0,      23.0,       8.9,,,,,,,       1.6
광양읍,713,07-19,      26.0,      30.8,      22.4,       8.2,,,,,,,       1.0
조선대,722,07-19,      26.2,      30.4,      22.9,       6.7,,,,,,,       1.9
거문도,723,07-19,      25.2,      28.0,      23.2,       7.9,,,,,,,       3.0
추자도,724,07-19,      24.8,      27.3,      22.7,       5.8,,,,,,,       3.5
장성,730,07-19,      25.7,      30.4,      22.1,       8.0,,,,,,,       1.6
영암,731,07-19,      26.1,      30.2,      23.0,       5.3,,,,,,,       2.2
보성,732,07-19,      24.6,      28.8,      21.4,       9.5,,,,,,,       1.8
완주,734,07-19,      26.4,      31.2,      22.2,       7.4,,,,,,,       1.6
김제,737,07-19,      26.4,      31.0,      23.0,       5.7,,,,,,,       2.1
화순,741,07-19,      25.8,      30.9,      22.3,       7.6,,,,,,,       1.0
함평,754,07-19,      26.4,      30.4,      23.0,       6.7,,,,,,,       1.7
곡성,768,07-19,      25.8,      30.7,      22.1,       7.1,,,,,,,       1.2
성판악,782,07-19,      21.7,      24.9,      18.8,      16.3,,,,,,,       2.4
풍암,788,07-19,      26.8,      31.3,      23.5,       7.8,,,,,,,       1.4
압해도,789,07-19,      25.5,      29.2,      22.9,       5.8,,,,,,,       2.8
영양,801,07-19,      23.6,      28.9,      19.5,       4.9,,,,,,,       1.4
성주,810,07-19,      25.7,      30.8,      21.7,       5.1,,,,,,,       1.2
고령,812,07-19,      25.4,      30.6,      21.5,       6.4,,,,,,,       1.0
청도,813,07-19,      25.6,      30.8,      21.5,       6.7,,,,,,,       1.3
예천,815,07-19,      24.9,      30.3,      20.7,       6.0,,,,,,,       1.1
김천,822,07-19,      25.9,      31.4,      21.4,       5.3,,,,,,,       0.8
군위,823,07-19,      25.2,      31.1,      20.7,       4.5,,,,,,,       1.3
칠곡,825,07-19,      25.9,      31.3,      22.1,       5.3,,,,,,,       1.7
경산,827,07-19,      26.5,      31.7,      22.6,       5.5,,,,,,,       1.9
달성,828,07-19,      26.4,      31.7,      22.6,       5.4,,,,,,,       1.5
대구서구,846,07-19,      26.9,      31.4,      23.0,       5.1,,,,,,,       2.0
신암,860,07-19,      26.6,      31.1,      22.9,       5.7,      71.0,       5.5,       6.4,,    1000.9,    1007.7,       2.3
완산,864,07-19,      26.6,      31.1,      22.9,       7.1,      76.4,       4.8,       6.6,       4.0,    1000.6,    1006.8,       1.9
삼척,876,07-19,      24.9,      28.6,      21.7,       4.2,,,,,,,       1.7
울기,901,07-19,      22.9,      25.8,      20.7,       6.1,,,,,,,       2.6
삼천포,907,07-19,      25.2,      28.8,      22.6,       8.3,,,,,,,       1.7
영도,910,07-19,      23.6,      26.3,      21.4,       6.2,,,,,,,       3.9
고성,918,07-19,      26.0,      30.0,      22.6,       7.4,,,,,,,       2.2
창녕,919,07-19,      26.4,      31.7,      22.3,       7.4,,,,,,,       1.8
함안,920,07-19,      25.9,      31.4,      21.8,       6.0,,,,,,,       1.3
가덕도,921,07-19,      24.4,      27.9,      22.2,       6.2,,,,,,,       3.5
기장,923,07-19,      25.2,      28.9,      21.8,       6.4,,,,,,,       1.8
간절곶,924,07-19,      23.1,      25.6,      20.8,       5.4,,,,,,,       3.7
하동,932,07-19,      26.3,      31.1,      22.8,       8.2,,,,,,,       1.3
해운대,937,07-19,      24.9,      28.4,      22.1,       7.3,,,,,,,       2.4
부산진,938,07-19,      26.0,      29.8,      23.1,       8.5,,,,,,,       2.0
동래,940,07-19,      26.1,      30.0,      23.0,       7.6,,,,,,,       1.9
북구,941,07-19,      25.6,      29.5,      22.6,       7.6,,,,,,,       2.4
부산남구,942,07-19,      25.8,      29.1,      23.2,       7.0,,,,,,,       2.2
정자,949,07-19,      24.9,      29.0,      21.1,       6.1,,,,,,,       2.3
속초,90,07-20,      24.0,      27.5,      21.0,       5.8,      81.1,       5.2,,,    1004.7,    1006.8,       1.9
철원,95,07-20,      24.3,      28.5,      20.8,      10.1,      82.3,       4.6,,,     989.2,    1006.7,       1.9
동두천,98,07-20,      25.0,      29.5,      21.6,      10.0,      80.6,       3.9,,,     994.3,    1006.9,       1.6
파주,99,07-20,      24.8,      29.5,      21.4,       8.4,      84.2,       4.3,,,    1003.7,    1007.2,       1.6
대관령,100,07-20,      20.4,      24.4,      17.1,       7.8,      85.1,       5.1,,,     918.1,    1007.2,       3.4
춘천,101,07-20,      25.5,      29.9,      21.9,       9.5,      79.9,       4.8,,,     998.4,    1007.0,       1.2
백령도,102,07-20,      22.8,      25.9,      20.5,       5.5,      88.7,       4.6,       7.6,,     990.9,    1006.2,       4.4
강릉,105,07-20,      25.5,      29.1,      22.2,       4.8,      72.8,       5.4,,,    1004.2,    1007.2,       2.0
동해,106,07-20,      23.7,      27.2,      20.9,       5.1,      81.0,       5.8,,,    1002.7,    1007.0,       1.7
서울,108,07-20,      25.9,      29.7,      22.8,      10.2,      76.3,       4.2,       7.0,       3.8,     997.2,    1006.9,       2.4
인천,112,07-20,      25.0,      28.5,      22.4,       8.4,      83.5,       5.6,       6.9,       4.0,     998.9,    1006.7,       2.7
원주,114,07-20,      25.7,      30.4,      21.9,      10.0,      75.8,       4.7,,,     990.2,    1007.0,       1.1
울릉도,115,07-20,      23.3,      26.2,      21.0,       3.7,      83.3,       6.3,       6.3,       4.6,     982.9,    1008.0,       3.8
수원,119,07-20,      25.8,      30.0,      22.5,      13.8,      79.7,       4.8,       6.9,       4.2,    1003.2,    1007.3,       1.9
영월,121,07-20,      24.7,      29.9,      20.8,       7.2,      80.0,       4.7,,,     980.1,    1007.1,       1.2
충주,127,07-20,      25.6,      30.4,      21.6,       7.7,      74.6,       5.1,,,     996.2,    1007.3,       1.4
서산,129,07-20,      25.1,      29.3,      22.0,       5.7,      83.7,       5.2,,,    1004.3,    1007.1,       2.7
울진,130,07-20,      23.8,      27.5,      20.7,       4.3,      82.2,       6.1,,,    1001.7,    1007.4,       2.6
청주,131,07-20,      26.5,      30.9,      22.8,       7.2,      72.9,       5.7,       6.6,       4.7,    1000.7,    1007.2,       1.8
대전,133,07-20,      26.2,      30.4,      22.7,       8.2,      78.5,       5.7,       6.5,       4.4,     999.4,    1007.3,       1.9
추풍령,135,07-20,      24.5,      29.4,      20.7,       5.1,      78.8,       5.3,,,     980.0,    1007.5,       1.7
안동,136,07-20,      25.4,      30.3,      21.4,       5.0,      76.3,       6.0,       6.2,       4.7,     991.8,    1007.8,       1.4
상주,137,07-20,      25.6,      30.3,      21.9,       6.1,      78.7,       5.5,,,     996.6,    1007.6,       1.1
포항,138,07-20,      26.0,      29.7,      23.0,       4.9,      77.0,       6.3,       6.2,       5.0,    1007.7,    1008.1,       2.4
군산,140,07-20,      25.8,      29.7,      22.9,       5.3,      84.7,       5.8,,,    1004.3,    1007.3,       2.8
울산,152,07-20,      25.9,      30.0,      22.5,       5.7,      77.5,       5.9,       5.9,,    1003.2,    1007.9,       2.0
창원,155,07-20,      26.0,      30.0,      23.1,       7.3,      79.9,       5.5,       6.1,,    1005.3,    1007.8,       2.0
광주,156,07-20,      26.6,      30.9,      23.4,       5.2,      78.3,       5.5,       6.4,,     999.2,    1007.3,       2.5
부산,159,07-20,      25.2,      28.4,      22.7,       7.6,      81.9,       6.6,       6.0,       4.3,    1000.1,    1008.1,       3.6
통영,162,07-20,      25.0,      28.4,      22.5,       6.4,      84.0,       5.9,,,    1004.8,    1008.4,       2.5
목포,165,07-20,      25.9,      29.3,      23.3,       3.7,      83.7,       6.1,       6.1,       4.3,    1002.8,    1007.6,       3.5
여수,168,07-20,      25.2,      28.1,      23.0,       6.8,      83.6,       6.3,       6.0,       4.8,    1000.4,    1008.1,       3.3
흑산도,169,07-20,      23.4,      26.4,      21.2,       3.4,      93.2,       4.0,       7.2,,     998.0,    1006.9,       5.1
완도,170,07-20,      25.4,      29.2,      22.7,       5.0,      84.5,       5.5,,,    1004.2,    1007.7,       2.9
고창,172,07-20,      26.4,      30.9,      23.0,       6.6,      84.0,       5.9,,,    1002.3,    1008.2,       2.6
제주,184,07-20,      27.0,      30.3,      24.4,       5.4,      76.6,       7.2,       5.4,       5.5,    1005.1,    1007.5,       2.8
고산,185,07-20,      25.8,      28.5,      23.8,       2.6,      88.4,       6.7,,,     999.2,    1007.4,       5.0
성산,188,07-20,      26.0,      29.1,      23.3,       5.2,      84.8,       5.9,,,    1006.0,    1008.1,       3.0
서귀포,189,07-20,      26.6,      29.2,      24.6,       5.5,      85.2,       5.3,       6.6,       4.4,    1002.0,    1007.8,       2.4
진주,192,07-20,      26.0,      30.6,      22.3,       5.7,      79.0,       5.8,,,    1004.9,    1007.8,       1.6
강화,201,07-20,      24.3,      28.2,      21.2,       7.3,      82.7,       5.0,,,    1001.9,    1007.3,       2.1
양평,202,07-20,      25.5,      30.3,      21.7,      11.4,      79.4,       5.1,,,    1002.3,    1007.8,       1.2
이천,203,07-20,      25.3,      30.2,      21.5,      11.6,      76.8,       5.1,,,     998.5,    1007.2,       1.3
인제,211,07-20,      23.9,      28.8,      20.2,       8.3,      78.5,       4.8,,,     984.8,    1007.3,       1.9
홍천,212,07-20,      25.1,      30.4,      21.1,      10.3,      75.8,       5.2,,,     991.6,    1007.5,       1.2
태백,216,07-20,      22.1,      26.9,      18.2,       7.5,      77.6,       5.3,,,     928.6,    1006.8,       1.7
정선군,217,07-20,      24.7,      30.5,      20.6,       4.2,      75.9,       5.2,,,     974.1,    1008.4,       1.5
제천,221,07-20,      24.2,      29.3,      20.2,       9.3,      77.5,       5.2,,,     978.3,    1007.7,       1.3
보은,226,07-20,      24.7,      29.6,      20.7,       7.0,      75.4,       5.8,,,     987.6,    1007.1,       1.2
천안,232,07-20,      25.5,      30.3,      21.7,       7.2,      76.4,       5.8,,,    1003.3,    1007.1,       1.6
보령,235,07-20,      25.5,      29.2,      22.5,       6.0,      83.2,       5.8,,,    1005.2,    1007.3,       2.4
부여,236,07-20,      26.0,      30.7,      22.3,       7.7,      79.0,       5.7,,,    1006.1,    1007.6,       1.4
금산,238,07-20,      25.5,      30.6,      21.3,       4.9,      74.9,       5.7,,,     988.2,    1007.4,       1.2
부안,243,07-20,      26.0,      30.5,      22.5,       5.0,      79.2,       6.3,,,    1006.3,    1007.5,       1.9
임실,244,07-20,      24.8,      30.0,      20.9,       6.7,      78.6,       5.7,,,     980.0,    1007.6,       1.4
정읍,245,07-20,      26.5,      31.2,      22.7,       7.8,      75.6,       5.9,,,    1002.4,    1007.6,       1.4
남원,247,07-20,      25.8,      30.8,      21.7,       6.0,      78.0,       5.9,,,     996.3,    1007.7,       1.4
장수,248,07-20,      24.0,      28.7,      20.0,       6.1,      80.7,       5.1,,,     962.2,    1007.5,       1.8
영광군,252,07-20,      26.6,      30.9,      23.4,       4.8,      81.1,       6.1,,,    1003.5,    1007.8,       2.3
김해시,253,07-20,      26.8,      31.1,      23.7,       8.6,      78.1,       6.5,,,    1002.8,    1009.5,       2.1
순창군,254,07-20,      26.4,      31.2,      22.5,       7.2,      77.5,       6.1,,,     994.1,    1008.4,       1.7
양산시,257,07-20,      26.7,      31.1,      23.2,       8.2,      75.6,       5.8,,,    1008.8,    1010.5,       2.7
강진군,259,07-20,      25.8,      29.8,      22.9,       6.8,      81.6,       5.6,,,    1007.9,    1009.3,       2.4
장흥,260,07-20,      25.6,      29.8,      22.1,       6.5,      81.9,       5.4,,,    1002.8,    1007.8,       1.9
해남,261,07-20,      25.8,      29.9,      22.5,       4.3,      82.1,       6.3,,,    1005.8,    1007.8,       2.5
고흥,262,07-20,      25.5,      29.6,      22.0,       6.7,      79.3,       6.0,,,    1002.2,    1008.0,       1.5
의령군,263,07-20,      26.0,      30.8,      22.1,       5.2,      82.5,       5.2,,,    1007.0,    1008.6,       1.2
함양군,264,07-20,      26.1,      31.3,      21.9,       7.3,      83.4,       5.3,,,     991.2,    1008.2,       0.9
진도군,268,07-20,      25.7,      29.3,      22.9,       5.4,,,,,,,       2.2
봉화,271,07-20,      23.4,      28.9,      19.0,       6.1,      79.2,       5.2,,,     971.7,    1007.2,       1.1
영주,272,07-20,      24.6,      29.5,      20.5,       7.8,      77.2,       5.1,,,     983.9,    1007.3,       1.5
문경,273,07-20,      24.5,      29.4,      20.6,       7.4,      79.5,       5.5,,,     988.2,    1007.6,       1.2
청송군,276,07-20,      24.6,      30.3,      20.0,       2.4,      80.6,       5.5,,,     985.3,    1008.6,       1.2
영덕,277,07-20,      24.7,      29.3,      21.0,       4.2,      77.5,       6.3,,,    1004.0,    1008.6,       2.2
의성,278,07-20,      25.5,      31.4,      20.6,       4.3,      75.7,       5.8,,,     998.7,    1007.6,       1.0
구미,279,07-20,      26.0,      31.0,      21.9,       4.2,      76.2,       6.1,,,    1002.6,    1007.8,       1.2
영천,281,07-20,      25.7,      30.8,      21.3,       4.6,      74.0,       6.0,,,     997.6,    1008.1,       1.6
경주시,283,07-20,      25.6,      30.9,      21.6,       5.1,      77.8,       5.4,,,    1004.6,    1009.0,       2.2
경주시,283,07-20,      25.6,      30.9,      21.6,       5.1,      77.8,       5.4,,,    1004.6,    1009.0,       2.2
거창,284,07-20,      25.0,      30.5,      20.7,       4.6,      79.1,       6.0,,,     982.6,    1007.8,       1.2
합천,285,07-20,      26.0,      31.3,      21.7,       6.4,      74.0,       5.3,,,    1004.3,    1007.9,       1.3
밀양,288,07-20,      26.3,      31.4,      22.2,       5.7,      76.4,       5.6,,,    1006.9,    1008.2,       1.5
